id,title,author,author_birth_year,author_death_year,downloads
33887,Fairy and Folk Tales of the Irish Peasantry,,0,0,369
57628,"The Principles of Psychology, Volume 1 (of 2)","James, William",1842,1910,368
55998,London Labour and the London Poor (Vol. 1 of 4),"Mayhew, Henry",1812,1887,368
29220,Monday or Tuesday,"Woolf, Virginia",1882,1941,368
3285,The Deerslayer,"Cooper, James Fenimore",1789,1851,367
34414,Just William,"Crompton, Richmal",1890,1969,367
3820,Nathan the Wise; a dramatic poem in five acts,"Lessing, Gotthold Ephraim",1729,1781,367
1900,Typee: A Romance of the South Seas,"Melville, Herman",1819,1891,367
6317,Sailing Alone Around the World,"Slocum, Joshua",1844,1909,367
1039,Missionary Travels and Researches in South Africa,"Livingstone, David",1813,1873,366
20288,Edward the Second,"Marlowe, Christopher",1564,1593,366
16501,"The Philippine Islands, 1493-1803 - Volume 05 of 55",,0,0,366
37189,The Return of the Soldier,"West, Rebecca",1892,1983,365
3499,Jo's Boys,"Alcott, Louisa May",1832,1888,364
50040,St. Benedict’s Rule for Monasteries,"Benedict, Saint, Abbot of Monte Cassino",0,0,364
394,Cranford,"Gaskell, Elizabeth Cleghorn",1810,1865,364
7025,Rob Roy - Complete,"Scott, Walter",1771,1832,364
5231,The Way We Live Now,"Trollope, Anthony",1815,1882,364
30718,An Outline of Occult Science,"Steiner, Rudolf",1861,1925,363
654,Grace Abounding to the Chief of Sinners,"Bunyan, John",1628,1688,362
12851,Folk Tales from the Russian,"De Blumenthal, Kalamatiano",0,0,362
2165,The Lifted Veil,"Eliot, George",1819,1880,362
58913,Legendary Tales of the Highlands (Volume 1 of 3),"Lauder, Thomas Dick",0,0,362
16713,Amusements in Mathematics,"Dudeney, Henry Ernest",1857,1930,361
31270,"The Writings of Thomas Paine, Complete: With Index to Volumes I - IV","Paine, Thomas",1737,1809,361
30486,Shirley,"Bronte, Charlotte",1816,1855,360
53416,Only a Girl's Love,"Garvice, Charles",1850,1920,360
3283,The Upanishads,,0,0,360
30253,"The Philippine Islands, 1493-1898 - Volume 40 of 55, 1690-1691",,0,0,360
30755,"The Stones of Venice, Volume 2 (of 3),","Ruskin, John",1819,1900,360
8499,Plays: the Father; Countess Julie; the Outlaw; the Stronger,"Strindberg, August",1849,1912,360
14636,Tragic Sense Of Life,"Unamuno, Miguel de",1864,1936,360
15147,Beeton's Book of Needlework,"Beeton, Mrs. (Isabella Mary)",1836,1865,359
19068,Household Stories by the Brothers Grimm,"Grimm, Jacob",1785,1863,359
45159,The Persian Mystics: Jalalu'd-din Rúmi,"Jalal al-Din Rumi, Maulana",1207,1273,359
14140,"Plutarch's Lives, Volume 3 (of 4)",Plutarch,46,119,359
30802,"Commentaries on the Laws of England, Book the First","Blackstone, William, Sir",1723,1780,358
8642,Woman in the Nineteenth Century,"Fuller, Margaret",1810,1850,358
1999,Crome Yellow,"Huxley, Aldous",1894,1963,358
543,Main Street,"Lewis, Sinclair",1885,1951,358
1745,The Poetical Works of John Milton,"Milton, John",1608,1674,358
804,A Sentimental Journey Through France and Italy,"Sterne, Laurence",1713,1768,358
4737,A Tale of a Tub,"Swift, Jonathan",1667,1745,358
46787,Grapes of wrath,"Cable, Boyd",1878,1943,357
29132,The Gun,"Dick, Philip K.",1928,1982,357
8395,The Gods of Pegana,"Dunsany, Lord",1878,1957,357
30278,Friars and Filipinos,"Rizal, Jose",1861,1896,357
46016,"Studies in the Scriptures, Volume 7: The Finished Mystery","Russell, C. T. (Charles Taze)",1852,1916,357
40868,The World as Will and Idea (Vol. 3 of 3),"Schopenhauer, Arthur",1788,1860,357
26163,Creative Evolution,"Bergson, Henri",1859,1941,356
767,Agnes Grey,"Bronte, Anne",1820,1849,356
58759,"The British Journal of Dermatology, April 1905",Various,0,0,356
85,The Beasts of Tarzan,"Burroughs, Edgar Rice",1875,1950,355
28890,Helps to Latin Translation at Sight,"Luce, Edmund",0,0,355
58711,Traced and Tracked: Memoirs of a City Detective,"McGovan, James",0,0,355
44747,The Red and the Black: A Chronicle of 1830,Stendhal,1783,1842,355
43402,The Cathedrals of Great Britain: Their History and Architecture,"Ditchfield, P. H. (Peter Hampson)",1854,1930,354
58853,A treatise on the esculent funguses of England,"Badham, Charles David",0,0,353
15707,Zoonomia,"Darwin, Erasmus",1731,1802,353
9197,English Villages,"Ditchfield, P. H. (Peter Hampson)",1854,1930,353
35171,The Trojan Women of Euripides,Euripides,0,-406,353
42469,"Convenient Houses, With Fifty Plans for the Housekeeper","Gibson, Louis H. (Louis Henry)",1854,0,353
2429,Lost Face,"London, Jack",1876,1916,353
6768,The Man Upstairs and Other Stories,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,353
22397,Shakespearean Playhouses: A History of English Theatres from the Beginnings to the Restoration,"Adams, Joseph Quincy",1881,1946,352
575,"The Essays or Counsels, Civil and Moral","Bacon, Francis",1561,1626,352
1227,The Expression of the Emotions in Man and Animals,"Darwin, Charles",1809,1882,352
14248,Homes and How to Make Them,"Gardner, E. C. (Eugene Clarence)",1836,1915,352
6053,Evelina,"Burney, Fanny",1752,1840,351
25172,Moral Principles in Education,"Dewey, John",1859,1952,351
1210,Kwaidan: Stories and Studies of Strange Things,"Hearn, Lafcadio",1850,1904,351
1892,"Extracts from Adam's Diary, translated from the original ms.","Twain, Mark",1835,1910,351
28803,Index of the Project Gutenberg Works of Mark Twain,"Twain, Mark",1835,1910,351
6168,Fifty Famous People: A Book of Short Stories,"Baldwin, James",1841,1925,350
3151,The City of Domes,"Barry, John D. (John Daniel)",1866,1942,350
58904,Index of the Project Gutenberg Works of Edgar Rice Burroughs,"Burroughs, Edgar Rice",1875,1950,350
19116,How to Sing: [Meine Gesangskunst],"Lehmann, Lilli",1848,1929,350
47935,Fathers and Sons,"Turgenev, Ivan Sergeevich",1818,1883,350
24440,Surgical Anatomy,"Maclise, Joseph",0,0,349
3837,Hospital Sketches,"Alcott, Louisa May",1832,1888,348
677,The Heroes,"Kingsley, Charles",1819,1875,348
45512,Dangerous Connections: A Series of Letters,"Laclos, Choderlos de",1741,1803,348
10992,Cleopatra,"Abbott, Jacob",1803,1879,347
3735,The Inspector-General,"Gogol, Nikolai Vasilevich",1809,1852,347
21970,The Scarlet Plague,"London, Jack",1876,1916,347
1174,Hellenica,Xenophon,-431,-355,347
7037,Beric the Briton : a Story of the Roman Invasion,"Henty, G. A. (George Alfred)",1832,1902,345
2017,"Dhammapada, a Collection of Verses",,0,0,345
43660,"The Vision and Creed of Piers Ploughman, Volume 1 of 2","Langland, William",0,0,344
58688,Jungle in the Sky,"Marlowe, Stephen",1928,2008,344
1178,The Polity of the Athenians and the Lacedaemonians,Xenophon,-431,-355,344
517,The Emerald City of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,343
19737,"The Principles of Gothic Ecclesiastical Architecture, Elucidated by Question and Answer, 4th ed.","Bloxam, Matthew Holbeche",1805,1888,343
1153,The Chessmen of Mars,"Burroughs, Edgar Rice",1875,1950,343
14363,The Worst Journey in the World: Antarctic 1910-1913,"Cherry-Garrard, Apsley",1886,1959,343
54161,The republic of Cicero,"Cicero, Marcus Tullius",-106,-43,343
58685,The privilege of pain,"Everett, Caroline Kane Mills",0,0,343
23661,The Book of Dragons,"Nesbit, E. (Edith)",1858,1924,343
1519,Much Ado about Nothing,"Shakespeare, William",1564,1616,343
13007,"The Edda, Volume 1","Faraday, L. Winifred",1872,0,342
58901,"A View of Society and Manners in Italy, Volume I (of 2)","Moore, John W. (John Wheeler)",1833,1906,342
8299,Filipino Popular Tales,,0,0,342
24761,The Rivals: A Comedy,"Sheridan, Richard Brinsley",1751,1816,342
2162,Anarchism and Other Essays,"Goldman, Emma",1869,1940,341
2800,The Koran (Al-Qur'an),,0,0,341
2874,Personal Recollections of Joan of Arc - Volume 1,"Twain, Mark",1835,1910,341
26368,The Ladies Book of Useful Information: Compiled from many sources,Anonymous,0,0,340
4397,The Forsyte Saga - Complete,"Galsworthy, John",1867,1933,340
17195,A Message to Garcia: Being a Preachment,"Hubbard, Elbert",1856,1915,340
12257,The Go-Getter: A Story That Tells You How to be One,"Kyne, Peter B. (Peter Bernard)",1880,1957,340
18897,The Epic of Gilgamish,"Langdon, Stephen",1876,1937,340
12655,"The Boy Mechanic, Volume 1: 700 Things for Boys to Do",,0,0,340
2142,Childhood,"Tolstoy, Leo, graf",1828,1910,340
2562,The Clouds,Aristophanes,-450,-388,339
12513,A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library,"Dewey, Melvil",1851,1931,339
9371,The Praise of Folly,"Erasmus, Desiderius",1469,1536,338
10827,Discourses on the First Decade of Titus Livius,"Machiavelli, Niccolò",1469,1527,338
12384,Battle-Pieces and Aspects of the War,"Melville, Herman",1819,1891,338
20411,The Witch-cult in Western Europe: A Study in Anthropology,"Murray, Margaret Alice",1863,1963,338
13255,"The Philippine Islands, 1493-1803 - Volume 01 of 55: 1493-1529",,0,0,338
58880,"Graham's Magazine, Vol. XXXI, No. 3, September 1847",Various,0,0,338
2302,Poor Folk,"Dostoyevsky, Fyodor",1821,1881,337
32706,Triplanetary,"Smith, E. E. (Edward Elmer)",1890,1965,337
49525,First Lensman,"Smith, E. E. (Edward Elmer)",1890,1965,337
37858,Leaves in the Wind,"Gardiner, A. G. (Alfred George)",1865,1946,336
2834,The Portrait of a Lady - Volume 2,"James, Henry",1843,1916,336
14672,The Religion of the Ancient Celts,"MacCulloch, J. A. (John Arnott)",1868,1950,336
30850,Philippine Mats: Philippine Craftsman Reprint Series No. 1,Philippines. Bureau of Education,0,0,336
16531,Old St. Paul's Cathedral,"Benham, William",1831,1910,335
29334,The Colonial Architecture of Philadelphia,"Cousins, Frank",1851,0,335
17306,The Condition of the Working-Class in England in 1844,"Engels, Friedrich",1820,1895,335
21291,Pushing to the Front,"Marden, Orison Swett",1848,1924,335
2044,The Education of Henry Adams,"Adams, Henry",1838,1918,333
3013,The Birds,Aristophanes,-450,-388,333
646,The Coral Island: A Tale of the Pacific Ocean,"Ballantyne, R. M. (Robert Michael)",1825,1894,333
28767,The Defenders,"Dick, Philip K.",1928,1982,333
50921,"$1,000 a Plate","McKenty, Jack",0,0,333
12699,The Works of Aristotle the Famous Philosopher,Aristotle,-384,-322,332
28948,The Rainbow,"Lawrence, D. H. (David Herbert)",1885,1930,332
28020,"History of Woman Suffrage, Volume I",,0,0,330
2502,"Chitra, a Play in One Act","Tagore, Rabindranath",1861,1941,330
419,The Magic of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,329
41718,Dave Dawson on the Russian Front,"Bowen, Robert Sidney",1900,1977,329
33098,"Ancient and Modern Ships, Part 1","Holmes, George Charles Vincent, Sir",1848,1926,329
573,Tales from Shakespeare,"Lamb, Mary",1764,1847,329
18569,Voltaire's Philosophical Dictionary,Voltaire,1694,1778,329
30580,The Fairy Books of Andrew Lang,"Lang, Andrew",1844,1912,328
34970,Pierre,"Melville, Herman",1819,1891,328
24788,The Sacred Formulas of the Cherokees,"Mooney, James",1861,1921,328
4925,The Age of Fable,"Bulfinch, Thomas",1796,1867,327
18500,The Complete Works of Robert Burns,"Burns, Robert",1759,1796,327
807,Hunted Down: The Detective Stories of Charles Dickens,"Dickens, Charles",1812,1870,327
2817,Chamber Music,"Joyce, James",1882,1941,327
274,Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,"Luther, Martin",1483,1546,327
1354,Chronicles of Avonlea,"Montgomery, L. M. (Lucy Maud)",1874,1942,327
53489,The Life of Lazarillo de Tormes,Anonymous,0,0,326
4274,Wives and Daughters,"Gaskell, Elizabeth Cleghorn",1810,1865,326
5983,The Institutes of Justinian,,0,0,326
33900,"Principles of Orchestration, with Musical Examples Drawn from His Own Works","Rimsky-Korsakov, Nikolay",1844,1908,326
58673,It Takes a Thief,"Miller, Walter M.",1923,1996,325
34815,Jane's All the World's Aircraft. 1913,,0,0,325
2517,Lincoln's Yarns and Stories,"McClure, Alexander K. (Alexander Kelly)",1828,1909,324
33160,Christian Hymns of the First Three Centuries,"Messenger, Ruth Ellis",1884,1964,324
1015,The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,"Parkman, Francis",1823,1893,324
17460,Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge)",1825,1900,323
848,The Black Arrow: A Tale of Two Roses,"Stevenson, Robert Louis",1850,1894,323
28299,The Orbis Pictus,"Comenius, Johann Amos",1592,1670,322
9304,Initiation into Philosophy,"Faguet, Emile",1847,1916,322
28346,Deathworld,"Harrison, Harry",1925,2012,322
16659,Translations of Shakuntala and Other Works,Kalidasa,0,0,322
53720,On Love,Stendhal,1783,1842,322
18155,The Story of the Three Little Pigs,"Brooke, L. Leslie (Leonard Leslie)",1862,1940,321
55687,The Initiates of the Flame,"Hall, Manly P. (Manly Palmer)",1901,1990,321
40097,The World as Will and Idea (Vol. 2 of 3),"Schopenhauer, Arthur",1788,1860,321
791,The Princess,"Tennyson, Alfred Tennyson, Baron",1809,1892,321
29370,Portuguese Architecture,"Watson, Walter Crum",0,0,321
4107,"The Mayflower and Her Log; July 15, 1620-May 6, 1621 - Complete","Ames, Azel",1845,1908,320
51171,A Little Journey,"Bradbury, Ray",1920,2012,320
651,Phantasmagoria and Other Poems,"Carroll, Lewis",1832,1898,320
30726,Cole's Funny Picture Book No. 1,"Cole, E. W. (Edward William)",1832,1918,320
37536,The House of the Dead,"Dostoyevsky, Fyodor",1821,1881,320
118,Big Dummy's Guide to the Internet,Electronic Frontier Foundation,0,0,320
4011,Epicoene,"Jonson, Ben",0,1637,320
43440,Arden of Feversham,,0,0,320
41046,International Law. A Treatise. Volume 1 (of 2): Peace. Second Edition,"Oppenheim, L. (Lassa)",1858,1919,320
21339,"The Works of Aphra Behn, Volume I","Behn, Aphra",1640,1689,319
7477,The Book of Wonder,"Dunsany, Lord",1878,1957,319
22114,A Plain Cookery Book for the Working Classes,"Francatelli, Charles Elme",1805,1876,319
19354,Lessons in Music Form,"Goetschius, Percy",1853,1943,319
1531,"Othello, the Moor of Venice","Shakespeare, William",1564,1616,319
17897,"Summa Theologica, Part I-II (Pars Prima Secundae)","Thomas, Aquinas, Saint",0,1274,319
1720,The Man Who Knew Too Much,"Chesterton, G. K. (Gilbert Keith)",1874,1936,318
1840,The Financier: A Novel,"Dreiser, Theodore",1871,1945,318
2141,Strictly Business: More Stories of the Four Million,"Henry, O.",1862,1910,318
34856,My Own Story,"Pankhurst, Emmeline",1858,1928,318
2441,The Burgess Animal Book for Children,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,317
710,"Love of Life, and Other Stories","London, Jack",1876,1916,317
32037,Eureka: A Prose Poem,"Poe, Edgar Allan",1809,1849,317
582,A Collection of Beatrix Potter Stories,"Potter, Beatrix",1866,1943,317
22577,Practical Grammar and Composition,"Wood, Thomas",1883,0,317
4212,Culture and Anarchy,"Arnold, Matthew",1822,1888,316
367,The Country of the Pointed Firs,"Jewett, Sarah Orne",1849,1909,316
25102,Nobody's Boy: Sans Famille,"Malot, Hector",1830,1907,316
1120,The Tragedy of Julius Caesar,"Shakespeare, William",1564,1616,316
37881,The Golden Fleece and The Heroes Who Lived Before Achilles,"Colum, Padraic",1881,1972,315
23788,"The Posthumous Works of Thomas De Quincey,  Vol. 1","De Quincey, Thomas",1785,1859,315
10444,The Peace Negotiations: A Personal Narrative,"Lansing, Robert",1864,1928,315
5219,The Satyricon - Volume 02: Dinner of Trimalchio,Petronius Arbiter,20,66,315
10732,The Essays of Arthur Schopenhauer; Studies in Pessimism,"Schopenhauer, Arthur",1788,1860,315
13923,The Whitehouse Cookbook (1887),"Ziemann, Hugo",0,0,315
4602,The Kingdom of God Is Within You,"Tolstoy, Leo, Graf",1828,1910,314
925,United States Presidents' Inaugural Speeches: From Washington to George W. Bush,United States. Presidents,0,0,314
11255,"Slave Narratives, Arkansas Narratives",United States. Work Projects Administration,0,0,314
58746,"Memoir of the Life and Services of Vice-Admiral Sir Jahleel Brenton, Baronet, K.C.B.","Brenton, Jahleel",0,0,313
33820,An Architect's Note-Book in Spain,"Wyatt, M. Digby (Matthew Digby), Sir",1820,1877,313
124,Deuterocanonical Books of the Bible: Apocrypha,Anonymous,0,0,312
14021,Lord of the World,"Benson, Robert Hugh",1871,1914,312
2046,Clotel,"Brown, William Wells",0,1884,312
29412,The Phantom World,"Calmet, Augustin",1672,1757,312
6435,The Principles of Scientific Management,"Taylor, Frederick Winslow",1856,1915,312
30172,Architectural Antiquities of Normandy,"Turner, Dawson",1775,1858,312
49018,The Witness of the Stars,"Bullinger, E. W. (Ethelbert William)",1837,1913,311
11666,The Conjure Woman,"Chesnutt, Charles W. (Charles Waddell)",1858,1932,311
19719,The Art Of Writing & Speaking The English Language: Word-Study and Composition & Rhetoric,"Cody, Sherwin",1868,1959,311
31189,The Monster and Other Stories,"Crane, Stephen",1871,1900,311
2344,The Adventure of the Cardboard Box,"Doyle, Arthur Conan",1859,1930,311
58700,Crimes and Punishments,"Farrer, James Anson",1849,1925,311
58767,"The Preacher's Complete Homiletic Commentary on the Books of the Bible, Volume 13 (of 32)","Harris, W., Rev.",0,0,311
16287,Talks To Teachers On Psychology; And To Students On Some Of Life's Ideals,"James, William",1842,1910,311
30637,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)",1890,1937,311
2464,History of Florence and of the Affairs of Italy,"Machiavelli, Niccolò",1469,1527,311
17090,Random Reminiscences of Men and Events,"Rockefeller, John D. (John Davison)",1839,1937,311
2572,On the Decay of the Art of Lying,"Twain, Mark",1835,1910,311
15020,"The Brochure Series of Architectural Illustration, Vol. 01, No. 11, November, 1895: The Country Houses of Normandy",Various,0,0,311
11962,A Mind That Found Itself: An Autobiography,"Beers, Clifford Whittingham",1876,1943,310
2074,The Civilisation of the Renaissance in Italy,"Burckhardt, Jacob",1818,1897,310
44125,"The Histories of Polybius, Vol. 1 (of 2)",Polybius,0,0,310
14664,Things To Make,"Williams, Archibald",1871,1934,310
13,The Hunting of the Snark: An Agony in Eight Fits,"Carroll, Lewis",1832,1898,309
15359,The Negro,"Du Bois, W. E. B. (William Edward Burghardt)",1868,1963,309
54700,Oblomov,"Goncharov, Ivan Aleksandrovich",1812,1891,309
15464,Foods That Will Win The War And How To Cook Them (1918),"Goudiss, Alberta M. (Alberta Moorhouse)",1876,0,309
432,The Ambassadors,"James, Henry",1843,1916,309
13646,A Book of Nonsense,"Lear, Edward",1812,1888,309
44024,The Book of War,"Wu, Qi",-440,-381,309
33156,"Young's Night Thoughts: With Life, Critical Dissertation and Explanatory Notes","Young, Edward",1683,1765,309
6934,The Radio Amateur's Hand Book,"Collins, A. Frederick (Archie Frederick)",1869,1952,308
5333,Every Man in His Humor,"Jonson, Ben",0,1637,308
7001,History of the Philippine Islands,"Morga, Antonio de",1559,1636,308
1151,The Nibelungenlied,,0,0,308
1103,King Richard III,"Shakespeare, William",1564,1616,308
29004,Works of Emile Zola,"Zola, Emile",1840,1902,308
20179,"The Ship of Fools, Volume 1","Brant, Sebastian",1458,1521,307
1424,Castle Rackrent,"Edgeworth, Maria",1767,1849,307
11323,Caleb Williams,"Godwin, William",1756,1836,307
645,The Figure in the Carpet,"James, Henry",1843,1916,307
29907,"Modern Painters, Volume 1 (of 5)","Ruskin, John",1819,1900,307
11052,The Custom of the Country,"Wharton, Edith",1862,1937,307
585,Running a Thousand Miles for Freedom,"Craft, William",0,1900,306
2945,Essays - Second Series,"Emerson, Ralph Waldo",1803,1882,306
51002,"Korean Folk Tales: Imps, Ghosts and Faries","Im, Pang",1640,1724,306
39272,"The inventions, researches and writings of Nikola Tesla","Martin, Thomas Commerford",1856,1924,306
56528,Germinal,"Zola, Emile",1840,1902,306
2808,Treatises on Friendship and Old Age,"Cicero, Marcus Tullius",-106,-43,305
35707,Popular Rhymes and Nursery Tales: A Sequel to the Nursery Rhymes of England,"Halliwell-Phillipps, J. O. (James Orchard)",1820,1889,305
608,Areopagitica: A Speech for the Liberty of Unlicensed Printing to the Parliament of England,"Milton, John",1608,1674,305
30973,East of the Sun and West of the Moon: Old Tales from the North,"Moe, Jorgen Engebretsen",1813,1882,305
623,"The Battle of the Books, and other Short Pieces","Swift, Jonathan",1667,1745,305
28420,"Lives of the Most Eminent Painters Sculptors and Architects, Vol. 04 (of 10): Filippino Lippi to Domenico Puligo","Vasari, Giorgio",1511,1574,305
32633,Time Enough at Last,"Venable, Lyn",0,0,305
3748,A Journey into the Interior of the Earth,"Verne, Jules",1828,1905,305
10376,American Indian Stories,Zitkala-Sa,1876,1938,305
58823,"The Scottish Journal of Topography, Antiquities, Traditions, etc., Vol. I, No. 22, January 29, 1848",Anonymous,0,0,304
48688,"The Poems of John Donne, Volume 1 (of 2): Edited from the Old Editions and Numerous Manuscripts","Donne, John",1572,1631,304
15237,The Chemistry of Food and Nutrition,"Duncan, A. W.",0,0,304
19447,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,"Pike, Albert",1809,1891,304
27877,An Abridgment of the Architecture of Vitruvius: Containing a System of the Whole Works of that Author,Vitruvius Pollio,0,0,304
1059,The World Set Free,"Wells, H. G. (Herbert George)",1866,1946,304
22990,Historical Sketch of the Cathedral of Strasburg,Anonymous,0,0,303
58716,The Day of Doom: A Poetical Description of the Great and Last Judgment: With Other Poems,"Wigglesworth, Michael",1631,1705,303
23172,"The Damned Thing: 1898, From 'In the Midst of Life'","Bierce, Ambrose",1842,1913,302
55387,One Hundred Proofs That the Earth Is Not a Globe,"Carpenter, William",1830,1896,302
12929,A Voyage to Terra Australis - Volume 1,"Flinders, Matthew",1774,1814,302
14880,McGuffey's Fourth Eclectic Reader,"McGuffey, William Holmes",1800,1873,302
18241,"Tea-Cup Reading and Fortune-Telling by Tea Leaves, by a Highland Seer",,0,0,302
15000,The Life of Reason: The Phases of Human Progress,"Santayana, George",1863,1952,302
42991,Castes and Tribes of Southern India. Vol. 1 of 7,"Thurston, Edgar",1855,1935,302
35538,The Squatter and the Don: A Novel Descriptive of Contemporary Occurrences in California,"Ruiz de Burton, Maria Amparo",1832,1895,301
32449,Japanese Girls and Women: Revised and Enlarged Edition,"Bacon, Alice Mabel",1858,1918,300
2360,The Riddle of the Sands,"Childers, Erskine",1870,1922,300
3023,Faust - Part 1,"Goethe, Johann Wolfgang von",1749,1832,300
45645,Japan: From the Japanese Government History,,0,0,300
49947,The Alhambra,"Irving, Washington",1783,1859,299
39,Hitchhiker's Guide to the Internet,"Krol, Ed",1951,0,299
7128,Indian Fairy Tales,,0,0,299
58778,Index of the Project Gutenberg Works of Francis Parkman,"Parkman, Francis",1823,1893,299
2198,Stories from the Pentamerone,"Basile, Giambattista",0,1632,298
2467,Ghosts: A Domestic Tragedy in Three Acts,"Ibsen, Henrik",1828,1906,298
12732,Short-Stories,,0,0,298
1107,The Taming of the Shrew,"Shakespeare, William",1564,1616,298
4277,Two Years Before the Mast,"Dana, Richard Henry",1815,1882,297
22062,The Mathematicall Praeface to Elements of Geometrie of Euclid of Megara,"Dee, John",1527,1608,297
48242,Prayers of the Middle Ages: Light from a Thousand Years,,0,0,297
31979,The Tunnel Under the World,"Pohl, Frederik",1919,2013,297
1121,As You Like It,"Shakespeare, William",1564,1616,297
21865,King Arthur and His Knights,"Warren, Maude Radford",1875,1934,297
42243,The Hour of the Dragon,"Howard, Robert E. (Robert Ervin)",1906,1936,296
38879,The Seven Periods of English Architecture Defined and Illustrated,"Sharpe, Edmund",1809,1877,296
6615,Myths and Legends of Our Own Land - Complete,"Skinner, Charles M. (Charles Montgomery)",1852,1907,296
574,Poems of William Blake,"Blake, William",1757,1827,295
15076,Some Principles of Maritime Strategy,"Corbett, Julian Stafford",1854,1922,295
4782,When We Dead Awaken,"Ibsen, Henrik",1828,1906,295
13144,Medieval People,"Power, Eileen",1889,1940,295
1238,The City of Dreadful Night,"Thomson, James",1834,1882,295
2567,A Plea for Captain John Brown,"Thoreau, Henry David",1817,1862,295
27365,Tales of Space and Time,"Wells, H. G. (Herbert George)",1866,1946,295
35041,"Johann Sebastian Bach: His Life, Art, and Work","Forkel, Johann Nikolaus",1749,1818,294
2490,Lamia,"Keats, John",1795,1821,294
17701,"The Tales of the Heptameron, Vol. 1 (of 5)","Marguerite, Queen, consort of Henry II, King of Navarre",1492,1549,294
15040,McGuffey's Fifth Eclectic Reader,"McGuffey, William Holmes",1800,1873,294
40023,Monograms & Ciphers,"Turbayne, A. A. (Albert Angus)",1866,1940,294
775,When the Sleeper Wakes,"Wells, H. G. (Herbert George)",1866,1946,294
3529,"Letters Written During a Short Residence in Sweden, Norway, and Denmark","Wollstonecraft, Mary",1759,1797,294
525,"Youth, a Narrative","Conrad, Joseph",1857,1924,293
697,The Light Princess,"MacDonald, George",1824,1905,293
4943,The River War: An Account of the Reconquest of the Sudan,"Churchill, Winston",1874,1965,292
5117,The Meaning of Truth,"James, William",1842,1910,292
13650,Nonsense Books,"Lear, Edward",1812,1888,292
53419,Twenty-Five Ghost Stories,,0,0,292
3409,Barchester Towers,"Trollope, Anthony",1815,1882,292
28617,Astounding Stories of Super-Science February 1930,Various,0,0,292
20058,The Napoleon of Notting Hill,"Chesterton, G. K. (Gilbert Keith)",1874,1936,291
38813,"The Works of Robert G. Ingersoll, Complete Contents: Dresden Edition-Twelve Volumes","Ingersoll, Robert Green",1833,1899,291
56166,Word Portraits of Famous Writers,,0,0,291
38315,Artistic Anatomy of Animals,"Cuyer, Edouard",1852,0,290
14766,McGuffey's Third Eclectic Reader,"McGuffey, William Holmes",1800,1873,290
3638,The Devil's Disciple,"Shaw, Bernard",1856,1950,290
54824,"The Secret Doctrine, Vol. 1 of 4","Blavatsky, H. P. (Helena Petrovna)",1831,1891,289
42390,The Myths of the North American Indians,"Spence, Lewis",1874,1955,289
2233,A Damsel in Distress,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,289
3742,The Writings of Thomas Paine - Volume 2 (1779-1792): The Rights of Man,"Paine, Thomas",1737,1809,288
47297,Parzival: A Knightly Epic (vol. 1 of 2),"Wolfram, von Eschenbach, active 12th century",0,0,288
44325,The Great American Fraud: The Patent Medicine Evil,"Adams, Samuel Hopkins",1871,1958,287
12996,True Version of the Philippine Revolution,"Aguinaldo, Emilio",1869,1964,287
30255,The Skull,"Dick, Philip K.",1928,1982,287
25509,The World's Greatest Books - Volume 15 - Science,,0,0,287
14837,The Tale of Tom Kitten,"Potter, Beatrix",1866,1943,287
56795,The Story-book of Science,"Fabre, Jean-Henri",1823,1915,286
2667,The Vicar of Wakefield,"Goldsmith, Oliver",0,1774,286
58846,Kate Aylesford: A Story of the Refugees,"Peterson, Charles J.",0,0,286
4540,In His Steps,"Sheldon, Charles M.",1857,1946,286
7464,The Adventures of Sally,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,286
58897,"The master of St. Benedict's, Vol. 1 (of 2)","Aubyn, Alan St.",0,0,285
56463,"Bacon's Essays, and Wisdom of the Ancients","Bacon, Francis",1561,1626,285
57284,Manual of Classical Erotology (De figuris Veneris),"Forberg, Friedrich Karl",0,0,285
47018,"A Dictionary of Slang, Cant, and Vulgar Words","Hotten, John Camden",1832,1873,285
41006,The Fairy Mythology,"Keightley, Thomas",1789,1872,285
58837,Adventures of Two Youths in a Journey to Egypt and the Holy Land,"Knox, Thomas Wallace",1835,1896,285
6043,The Spanish Tragedie,"Kyd, Thomas",1558,1594,285
3154,The Surprising Adventures of Baron Munchausen,"Raspe, Rudolf Erich",1737,1794,285
269,Beasts and Super-Beasts,Saki,1870,1916,285
34580,The Ego and His Own,"Stirner, Max",1806,1856,285
6753,Psmith in the City,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,285
37925,"A Narrative of the Life of David Crockett, of the State of Tennessee.","Crockett, Davy",1786,1836,284
